,max_id,post_id,comment_page,comment_id,comment_time,comment_likes,commenr_userIP,comment_user_name,comment_user_id,comment_user_gender,comment_user_follow,comment_user_follower,comment_text
29,0,4965450094216729,2,4965487308179213,2023-11-07 17:04:51,0,来自重庆,李不宜,1318085102,男,534,538,他们都是些君子，只喜欢动嘴。
30,0,4965450094216729,2,4965464835361289,2023-11-07 15:35:33,1,来自天津,十月半下,2618225090,男,214,28,只投喂不绝育只能造成流浪狗越来越多！
31,0,4965450094216729,2,4965462670576407,2023-11-07 15:26:57,1,来自浙江,修改个昵称咋恁费劲,1758493563,男,263,156,这些新闻小便还怪有良心的，这不是把证据固定了？只要出事投喂人想跑都跑不掉
34,0,4964085402965242,1,4964088562320630,2023-11-03 20:26:44,4,来自广东,埼玉ONE1,5124968670,男,279,20.4万,上次刷到一个女孩爸爸，打死了小区出没的流浪狗，被爱狗人士当着孩子的面，辱骂那个爸爸，甚至还要守在在门口，满口的威胁语气，也不管女孩受不受得了，会不会产生心理阴影咄咄逼人，那么爱，为什么当初不把那只狗带走呢
35,0,4964085402965242,1,4964086467269075,2023-11-03 20:18:25,1,来自江苏,兔子Carrot_,2905472663,女,216,1304,人都有好有坏的更何况是狗，咬人的狗打死就打死了，但是随意去扑杀没有问题的狗就有问题了吧
36,0,4963963871956795,1,4963993134039442,2023-11-03 14:07:31,0,来自上海,tkc2023,7820232342,男,201,1,流浪狗咬人，为什么不能是居委会和街道办负责？他们有义务处理吧。
37,0,4963963871956795,1,4963966869046676,2023-11-03 12:23:10,20,来自广东,心大包大,7552307926,男,384,122,阿拉斯加应该不是流浪狗。咬人暴光后，如果没有证，狗主人不认，成为假流浪狗。
38,0,4963963871956795,1,4964123237155238,2023-11-03 22:44:30,16,来自山东,队长_别开枪99,2156933617,男,114,60,“可以不爱，请别伤害”这是爱狗人士经常说的一句话。那么反过来，狗子们，你们不爱我，能不能别来伤害我。狗子们，你们不爱那个小女孩和小男孩，为什么要去伤害？因为人有人性，人有法律道德来约束自己的行为，而狗只有本能，它约束不了自己。如果狗不被约束，那么狗也就没资格和人放在同一高度
39,0,4963963871956795,1,4963992869800787,2023-11-03 14:06:29,0,来自浙江,哲学实践里的青春岁月,7838212224,男,303,27,狗主人赔不起的也很无奈了，所以就应该在人群密集的地方禁养或者其它有效措施。
40,0,4963963871956795,1,4963983086061127,2023-11-03 13:27:37,6,来自广东,种花家的超级大白兔,6599826511,男,158,61,这个小男孩被狗咬得也挺严重的！
41,0,4963963871956795,1,4964048299098676,2023-11-03 17:46:44,0,来自山东,圣光麒麟曌昊,7804073394,男,2577,71,转发微博
42,0,4963963871956795,1,4963982397933191,2023-11-03 13:24:53,15,来自重庆,Doctorfeng1,2719692562,男,419,132,所谓狗是朋友，其实真实的是狗当玩物工具和奴隶！
43,0,4963963871956795,1,4964094346002464,2023-11-03 20:49:42,8,来自上海,秋夜与知了,3892177087,男,187,559,所以很多人会鄙视明星，因为有些明星本来就是是非不辨、三观不正的人！
44,0,4963963871956795,1,4963969397952814,2023-11-03 12:33:13,15,来自重庆,御风千行,7742811403,男,241,15,这些事情不要太多，主要受伤害的还是孩子，因为在这些犬科动物的眼里，他们比较容易好欺负
45,0,4963963871956795,1,4964054893339010,2023-11-03 18:12:57,2,来自浙江,yui酱酱柚衣,7297886789,女,419,13,他们那么有爱心这么爱狗。流浪狗咬人的话 就由他们作为狗主人负责吧 该赔钱赔钱 该坐牢坐牢
46,0,4963963871956795,1,4964319012850177,2023-11-04 11:42:28,2,来自湖北,二丿右右,1677581795,男,1446,545,@陈乔恩 @薛之谦 @李小冉 @杨迪 @斓曦 @刘雅瑟 @阿朵 @张馨予 @刘聪的KEY @-李感- @厉娜 @朱锐JolieJolie @汪东城 @黄志玮Jerry @刘佳Shero_
47,0,4963963871956795,1,4964644169715014,2023-11-05 09:14:31,0,来自北京,谁的提拉米苏慕斯,6117483800,女,490,138,对，说的好
48,0,4961738648192582,1,4961756121923672,2023-10-28 09:58:26,0,来自内蒙古,年轻的萱萱妈咪,5685221693,女,231,21,那被咬的人谁来买单
49,0,4961738648192582,1,4961755514013705,2023-10-28 09:56:02,0,来自北京,cnbj围巾,2609139857,女,532,206,不知道应该说什么，跟那么多好的范例可以效仿，修法才是根本坚决办法吧
50,0,4961738648192582,1,4961765177426785,2023-10-28 10:34:26,0,来自江苏,南方的炳哥,6171567777,男,91,30,当一个社会允许养狗时，这个社会一定要先把人养好。
51,0,4961738648192582,1,4961749096989794,2023-10-28 09:30:32,3,来自河北,腾龙云中漫步,2102491695,男,410,519,“如果肇事犬只在外出时被牵引绳带着，有主人看管着，想必无论如何也伤不了孩子”～果真“无论如何也伤不了”吗？文明不能靠自觉，而要由严厉的惩罚。
53,82521449690105,4961477624858898,1,4961488298575816,2023-10-27 16:14:13,5,来自江苏,弘扬正气树新风,7770210561,男,138,3,不受控制的狗太多了，已经泛滥到影响每一个人的出行安全了，都是不负责任的养狗人造成的，野狗咬人是它的一种本性，不应该让路人为那些弃养的狗主人买单。
54,82521449690105,4961477624858898,1,4961508104866881,2023-10-27 17:32:55,2,来自广东,奇闻世观,7718959527,男,416,17,养狗注册落实责任 一年收费2－10000，每年进行年审健康。这不就好了吗
55,82521449690105,4961477624858898,1,4961541546051867,2023-10-27 19:45:48,1,来自福建,工子腾,7518265135,男,192,2,城市不要养狗就没有伤害。养狗不文明，文明不养狗。
56,82521449690105,4961477624858898,1,4961500923955831,2023-10-27 17:04:23,0,来自吉林,无心醉色-ZDC,5854210292,男,138,110,流浪狗及不拴绳的狗咬人都是人的问题……最后却让狗承担了大部分责任！
57,82521449690105,4961477624858898,1,4961477846634166,2023-10-27 15:32:41,0,来自吉林,角鹿铃铛响,7732781523,男,155,21,狗粉：汪汪汪汪
58,82521449690105,4961477624858898,1,4961507705358972,2023-10-27 17:31:20,1,来自广东,奇闻世观,7718959527,男,416,17,狗不惹人吓唬人 多少人会主动出击呢
59,82521449690105,4961477624858898,1,4961563674673186,2023-10-27 21:13:43,0,来自浙江,一个杭漂,5244478866,男,405,297,一语击中
60,82521449690105,4961477624858898,1,4961507911929107,2023-10-27 17:32:09,1,来自江苏,拍古,6181595990,男,162,17,应该设置可以本地下载，广为传播
61,82521449690105,4961477624858898,1,4961507764079863,2023-10-27 17:31:34,0,来自江苏,拍古,6181595990,男,162,17,说的太好了
62,82521449690105,4961477624858898,1,4961504311117698,2023-10-27 17:17:51,0,来自浙江,Q章鱼ling,1582727210,男,280,446,说得好！
63,82521449690105,4961477624858898,1,4961503989730006,2023-10-27 17:16:34,0,来自宁夏,哪个不,1640129752,男,2212,410,想关注这位，博主本人还是转发？
64,82521449690105,4961477624858898,1,4961503696915218,2023-10-27 17:15:24,0,来自宁夏,哪个不,1640129752,男,2212,410,通透！
65,82521449690105,4961477624858898,1,4961486973700235,2023-10-27 16:08:57,0,来自浙江,临江暮雪,1015860163,男,322,41,我能力有限，只收养了一条。不过我骂爱狗人士的能力还略有盈余
66,82521449690105,4961477624858898,1,4961508381688639,2023-10-27 17:34:01,5,来自吉林,豁牙的平头哥,1927193605,女,343,82,视频中的大妈是你本人吗？
67,82521449690105,4961477624858898,1,4962180501082292,2023-10-29 14:04:47,0,来自上海,blackjack00078,2107746992,男,51,13,那时他们保持沉默不网暴受害者或打狗人就算他们有良心了
68,82521449690105,4961477624858898,1,4962140191197497,2023-10-29 11:24:36,0,来自四川,平尽不平事3,7749219858,男,173,47,"#全民呼吁狗奴与狗同罪,坚决捕杀流浪猫狗# 国家竟然管不了狗奴和狗，真是匪夷所思"
69,82521449690105,4961477624858898,1,4961496770543893,2023-10-27 16:47:52,0,来自内蒙古,xbvshdh,6111141091,男,413,90,咬就咬死
71,82521449690105,4961477624858898,1,4961518489963770,2023-10-27 18:14:11,0,来自浙江,溪口毛文人,3625249264,男,336,90,如果是真正流浪狗，也应该爱心.取理，狗本来就有理性，但是因投胎不好成了流浪狗，流浪狗同样也有生命。
72,0,4961477624858898,2,4961492225230034,2023-10-27 16:29:49,1,来自江苏,幸福至简加油,7795034640,男,381,9,哪个流浪狗不是爱狗人士丢弃的
73,0,4961477624858898,2,4961488613146781,2023-10-27 16:15:27,0,来自江苏,A0性情人,6094589147,男,474,79,美女说的好
74,0,4961477624858898,2,4961512922808600,2023-10-27 17:52:03,2,来自内蒙古,长-乘,6490478899,女,70,31,收养代替买卖指的是收养现有无法妥善收容的流浪狗，不是收养宠物交易繁育的新“商品狗”，跟收养配套实行的是“取缔宠物狗交易”，这两个政策加在一起，叫“收养代替买卖”，目的在于消化存量，抑制增量。基本概念都分不清，是真搞不懂还是混淆视听引导别人稀里糊涂跟着抵制“收养代替买卖”政策？
75,0,4961477624858898,2,4961510584223766,2023-10-27 17:42:46,0,来自新疆,常守虚寂湛然不劳,7715604518,女,1949,3142,祸福无门，惟人自召。增长福德祸自消：体弱性柔，行宽心和，动静有礼，语言谦逊，不争是非，安贫不怨，不评论人，灾病自咎，施不望报，心平意等，心静意定，不念旧恶，尊奉老者，内修孝悌，恬惔宽舒，尊天敬地，仁顺谦让，好生恶杀，慈心愍念等百药，是以外无残暴，内无疾痛，福寿安康。 
76,0,4961477624858898,2,4961509799626871,2023-10-27 17:39:39,0,来自新疆,常守虚寂湛然不劳,7715604518,女,1949,3142,自己负责，别人无法为我们负责。人是万物之灵，柔和的看待一切的时候，我们的天性自然显露，其他动物会对我们也很尊敬，和我们很友好。如我们傲慢贪婪坚强勇敢，我们的天性被掩盖，让动物看到害怕，当我们靠近时也害怕受到伤害而攻击人。被动物伤到，可处理当事动物，不可迁怒其他动物。
77,0,4961477624858898,2,4961507721872747,2023-10-27 17:31:24,0,来自内蒙古,长-乘,6490478899,女,70,31,不约束自己不要制造问题，不主动解决自己制造的问题，却要社会容忍问题。这就是他们的真实嘴脸。
78,0,4961477624858898,2,4961499837366716,2023-10-27 17:00:03,0,来自天津,社上君,1161272871,男,917,355,比较全面了。
79,13885790384203387,4960832927303359,1,4960837297245592,2023-10-25 21:07:22,3,来自辽宁,宋鹏飞想要卖书,3195318972,男,738,1754,那条德牧其实处置的挺合理，但架不住造谣。
80,13885790384203387,4960832927303359,1,4960833223264686,2023-10-25 20:51:11,4,来自北京,此间的山羊,1235564262,男,1636,73万,祝小姑娘早日康复，支持向狗主人索赔，支持对强暴和造谣女童家属的人追究法律责任。
82,13885790384203387,4960832927303359,1,4960847806073914,2023-10-25 21:49:08,2,来自天津,娱然然,1105363580,女,2597,12.5万,说的有道理  呀
83,13885790384203387,4960832927303359,1,4960847496741249,2023-10-25 21:47:53,2,来自天津,娮可,3387074344,女,2410,1.6万,说得对
84,13885790384203387,4960832927303359,1,4960845148719373,2023-10-25 21:38:34,2,来自山东,无懈可击小挠宝,3090496625,女,3038,47.5万,你说得对
85,13885790384203387,4960832927303359,1,4960841601124246,2023-10-25 21:24:28,2,来自浙江,论说事,7292439577,女,4791,1.4万,这样处理问题很好
86,13885790384203387,4960832927303359,1,4960837020682629,2023-10-25 21:06:16,2,来自云南,袭美初冬,3083291177,女,378,1万,一分为二的看待问题，，孩子的健康最重要
87,13885790384203387,4960832927303359,1,4960852573160652,2023-10-25 22:08:04,2,来自北京,影视会火2020,2121773627,男,583,4516,太悲剧了
88,13885790384203387,4960832927303359,1,4960878992294133,2023-10-25 23:53:02,1,来自广东,風雨顺德人,1570287802,女,2760,69.5万,全部退还
89,13885790384203387,4960832927303359,1,4960877080217747,2023-10-25 23:45:27,1,来自中国台湾,眼睛有星星0909,6140609837,女,1211,21.1万,唉 可怜的女童 早日康复
90,13885790384203387,4960832927303359,1,4960876958580748,2023-10-25 23:44:57,1,来自中国台湾,眼睛有星星0909,6140609837,女,1211,21.1万,说的很有道理
91,13885790384203387,4960832927303359,1,4960873514796755,2023-10-25 23:31:17,1,来自江苏,娱你今生,6314623343,女,3403,36.9万,可怜的娃
93,13885790384203387,4960832927303359,1,4960873062600482,2023-10-25 23:29:29,1,来自北京,无言挽清风,7370913478,男,2049,60.4万,也挺好
95,13885790384203387,4960832927303359,1,4960852819056485,2023-10-25 22:09:03,1,来自四川,回忆到昨天,2695492057,男,7259,8331,晚上好
96,13885790384203387,4960832927303359,1,4960848609021960,2023-10-25 21:52:19,2,来自浙江,戍衢小将,7569563425,男,2342,3.3万,梦到一个卖花的人 两手空空地对我说：人要感到幸福 才能看见玫瑰
97,13885790384203387,4960832927303359,1,4960854238561652,2023-10-25 22:14:41,1,来自北京,榴莲爱蜜瓜,2724769297,女,302,2766,一募捐就被人诟病，不到万不得已千万不要募捐
98,13885790384203387,4960832927303359,1,4960853520551548,2023-10-25 22:11:50,1,来自北京,好骑的猴赛雷,7648539068,男,72,7,抓紧向狗主人索赔吧
99,0,4960832927303359,2,4960851179343622,2023-10-25 22:02:32,2,来自江西,c子不语c,5604230231,女,569,57,就怕那个狗主人拖着钱不赔，说自己没钱，也不是没有这样的案例
100,0,4960832927303359,2,4960841403204220,2023-10-25 21:23:40,1,来自福建,第18条弯路,7816512554,男,75,6,网友们就喜欢新鲜刺激，哪个观点更新鲜更离奇，他们就激动的扑上去。所以看看就好，按他们的做，越做越错。
101,0,4960832927303359,2,4960847841203673,2023-10-25 21:49:16,1,来自山东,乌小米202205,7758335789,男,318,3,我今天还在想，如果有个机会可以多募捐点钱，可能一般人也扛不住诱惑，不管怎么样，灾难他们承受，不管是逼不得已还是良心发现退回算一种心理解脱吧，小朋友好好长大
103,0,4960832927303359,2,4961083603551806,2023-10-26 13:26:06,0,来自广东,云中漫步_原创诗画,6387517452,男,153,16.1万,退回捐赠人？怎么退？
104,0,4960832927303359,2,4960984915509495,2023-10-26 06:53:57,0,来自山东,一只仙气熊,5443724356,男,38,3.2万,确实捐了好多
105,0,4960832927303359,2,4960884293372884,2023-10-26 00:14:07,0,来自江苏,自律的万先森,7761440188,男,4124,7.4万,晚安好梦
107,0,4960832927303359,2,4960952724488322,2023-10-26 04:46:02,0,来自北京,我是连云港小布,1563083644,女,55,15.4万,希望孩子早日康复
109,0,4960808971013534,1,4960846891712862,2023-10-25 21:45:29,0,来自四川,天道酬勤_冀,1883484972,男,1492,40.1万,#男子花1000元租吊车救下被困流浪猫# 所以，不是什么人都可以养狗的。
110,0,4960352527713193,1,4960375176430820,2023-10-24 14:31:04,13,来自江苏,行走的香烟头,3791714081,女,612,83,你之前的微博可不是这么理智的说的啊，就说明星为流浪狗发声理解不了啥的，一副人类高高在上的样子！你早这么讲没人会攻击你
111,0,4960352527713193,1,4960357321805144,2023-10-24 13:20:07,11,来自福建,其辉呵呵呵,7828295677,男,153,1,观察了好多骂的很难听的号，基本上都是水军。别在意，正常人不会那样的。
112,0,4960352527713193,1,4960370215619304,2023-10-24 14:11:21,3,来自四川,哥哥毛豆豆,2597263223,男,351,33.4万,别太在意，大部分极端言论，都是水军，机器人
113,0,4960352527713193,1,4960475164709992,2023-10-24 21:08:23,0,来自四川,smilesun1985,1228049241,女,821,337,说白了很多id都是有人投喂的，目的就是要引战
114,0,4960352527713193,1,4960360282980955,2023-10-24 13:31:53,4,来自河北,存在即使永恒,7836889583,男,43,2,你跟它们讲道理是没用的 吃人饭说狗话 狗是它们zu zong 
115,0,4960352527713193,1,4970698663002304,2023-11-22 02:12:55,0,来自江苏,如果没有抹茶我怎么办_,7644590169,女,146,21,好多人都太极端了
116,0,4960352527713193,1,4960404864763326,2023-10-24 16:29:02,1,来自北京,已知_信仰中醫,1268467124,男,1959,5万,你也算很有耐心了，一般宝妈都是很有耐心的。但是，对待这些所谓爱狗人士，你这番解释，也就是给自己的真粉丝一个交代而已，对于那些人，大多数是听不进去的，别搭理她们了，直接举报拉黑
117,0,4960352527713193,1,4960405140542711,2023-10-24 16:30:08,0,来自浙江,嘘安瀞,1942621337,女,685,1334,我还看到一个人关心那个咬人的狗怎么处理的 太奇葩了
118,0,4960352527713193,1,4960384336268716,2023-10-24 15:07:28,0,来自江苏,碗碗s,1132429707,女,341,211,说的很好，很对
119,0,4960352527713193,1,4960372987004134,2023-10-24 14:22:22,0,来自福建,-------精灵蜗牛,5943616070,女,68,17,支持虎妈，说的太好了
120,0,4960352527713193,1,4960863997921724,2023-10-25 22:53:28,0,来自北京,鲁哈哈哈1,5091575322,女,130,18,心平气和你谈不上，借流引战罢了
121,0,4960352527713193,1,4960652960729241,2023-10-25 08:54:53,0,来自广东,閪坐霸王,2287147974,男,440,78,支持博主，国内还是正常人比较多的
122,0,4960352527713193,1,4960397139118850,2023-10-24 15:58:20,1,来自浙江,单眼皮小背影,5186765634,女,1490,120,人家几句:“你就是……”、“说到底……”、“我就是……”。你解释再多也没用，人家不想听你解释，只管自己发泄。像我一次发言，有病人留言“你就是批判污蔑侮辱别人……”“你就是酸……”哈哈，病人话术都一样
123,0,4960352527713193,1,4961923737322724,2023-10-28 21:04:30,0,来自河南,surgeon的一休妹,2101823013,女,109,154,说的非常好，赞同
124,0,4960352527713193,1,4960495168127783,2023-10-24 22:27:52,0,来自山东,少年的眉眼成诗,6580734645,女,1490,89,哎真的很难弄
125,0,4960332201593383,1,4960332570691236,2023-10-24 11:41:46,2,来自辽宁,鱼生_鱼生,7837108055,女,13,1,刘雅瑟在衡阳救助了2000只流浪狗。张嘴就来你见不见
126,0,4960332201593383,1,4960332200283912,2023-10-24 11:40:18,0,,超话社区,5878659096,男,1010,2.4亿,你好，你感兴趣的“流浪狗”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 流浪狗
127,0,4960118595125725,1,4960521348712819,2023-10-25 00:11:54,0,来自北京,不知道该叫什么的chen,5249701520,女,274,189,被咬过两次的我表示真的怕了
128,0,4960118595125725,1,4960119219557010,2023-10-23 21:33:59,0,来自广西,prince_913,3918486884,男,170,397,艹了，不跟狗主人们接触，价值观不符。
129,0,4960103063093623,1,4960110905658025,2023-10-23 21:00:57,1,来自江西,林家的胖纸,5184459113,女,635,235,为生命发声，为公正发声，也请你爱一下被咬的小孩，被咬的无辜路人，而不是只关注一方，也请发声规范一下养狗爱狗人的行为，让他们当一个合格的饲养员
130,0,4960069986812267,1,4960340494781229,2023-10-24 12:13:15,0,来自黑龙江,睡觉冠军小梓,7757299494,女,148,87,最讨厌泰迪
131,0,4959988801603477,1,4960157332932729,2023-10-24 00:05:26,0,来自江西,紫凌珺,6792481429,女,100,28,懂了，可是他们会被怎么处理啊
132,0,4959939796141585,1,4959940101801855,2023-10-23 09:42:14,0,来自湖北,袁小谭,2719238050,女,187,344,突然发现有个错别字，算了，没会员，改不了。
133,0,4959937711309852,1,4960006143477067,2023-10-23 14:04:40,0,来自天津,马捅盖盖子,6150982299,男,60,15,别咸吃萝卜淡操心了，等你什么时候被咬了，我负责你
134,0,4959893363622286,1,4960097398950130,2023-10-23 20:07:17,0,来自湖北,我的爱园,1929941723,女,96,418,你是明白银！
135,0,4959893363622286,1,4959899560444462,2023-10-23 07:01:08,0,来自湖北,身体健康心情愉快万事大吉,5265394341,女,587,893,是的，其实咬人的百分之九十以上都是家养狗，但人家不敢说，怕啊，怕被狗主人攻击，所以就把怒气撒在流浪狗身上。我所看到的城里的流浪狗都特别怕人，而且会想办法讨好人，只有家养狗凶神恶煞（我家狗就是凶神恶煞，所以我从来不让它靠近人）
137,0,4959779241332077,1,4959779245002080,2023-10-22 23:03:03,0,,超话社区,5878659096,男,1010,2.4亿,你好，你感兴趣的“爱狗人士”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 爱狗人士
138,0,4959708115374300,1,4959709657565207,2023-10-22 18:26:32,2,来自福建,士多啤梨子--,7201822613,女,327,25,还看到很多厌人言论，大为震惊！将部分群体的坏，衍射至全体人类的坏，这和你所批判的极端一刀切有什么区别？不理解emmmm对这些人而言作为一个人活着很痛苦吧！
139,0,4959621700390273,1,4959622371475886,2023-10-22 12:39:41,0,来自福建,SoManYz,5510697935,女,387,70,一群人在那指责人类残忍，咬的不是你，你当然可以美美做圣母啦～
140,143681670483415,4959616741936229,1,4959617478297538,2023-10-22 12:20:15,275,来自黑龙江,扶朕起来打药,6031260324,男,527,233,卧槽第一条最有用了，你想养狗就先在社区公示，半数以上居民同意了在办手续养。
141,143681670483415,4959616741936229,1,4959632746613540,2023-10-22 13:20:55,208,来自河南,李爷无为,6865526227,男,191,41.5万,德国养狗为啥动不动就要收费？这税那费的。一句话，德国纳税人的钱是用来养人的，不是用来养狗的。养狗，可以，纳税。所以，德国狗又叫“纳税狗”
142,143681670483415,4959616741936229,1,4959655940064961,2023-10-22 14:53:05,87,来自河南,李爷无为,6865526227,男,191,41.5万,有人说，德国养狗规定也太苛刻了，狗在自己家里叫也不行。咋说呢，你想想，你正做爱呢，邻居家的狗汪的一下，那多吓人。什么叫以人为本，德国就是。
143,143681670483415,4959616741936229,1,4959617018235433,2023-10-22 12:18:25,60,来自上海,爱露露的尾巴,7542731077,男,139,23,老外杀狗吃狗还日狗，#英国鳄鱼专家性侵42只狗致39只死亡#这个话题下没见一个所谓的”动保“博主出来谴责的，咬起自己国家2岁的小女孩倒是凶相毕露。
144,143681670483415,4959616741936229,1,4959739257029012,2023-10-22 20:24:08,31,来自安徽,我不白嫖的,1692735563,男,233,1.9万,这是那些人心心念念的《动物保护法》中的其中几条
145,143681670483415,4959616741936229,1,4959764461128550,2023-10-22 22:04:18,3,来自天津,坚持一年不翘二郎腿,1671984607,女,304,413,我记得看过一个国外的纪录片，狗在家里叫，邻居直接投诉，到最后只能割声带
146,143681670483415,4959616741936229,1,4959663600174980,2023-10-22 15:23:31,1,来自美国,Keirrra,1666942707,女,2591,608,问题是国内没有相关法律。也没有人提出…光网上说没用…
147,143681670483415,4959616741936229,1,4959618844069332,2023-10-22 12:25:40,86,来自浙江,洋洋不是阳阳_J,7772504368,男,221,2,还真有狗德学院呐
